Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Month,Market size,Growth Rate,Revenue,profit,Market share,Daily growth rate
AAPL,11-04-2023,162.3500061,162.3600006,160.5099945,160.8000031,160.8000031,47644200,4,7661187505,,7661187505,-73848655.4,,-0.435321477
AAPL,12-04-2023,161.2200012,162.0599976,159.7799988,160.1000061,160.1000061,50133100,4,8026309616,,8026309616,-56148827.21,,3.410363052
AAPL,13-04-2023,161.6300049,165.8000031,161.4199982,165.5599976,165.5599976,68445600,4,11331853369,,11331853369,268990706.7,,-0.211398194
AAPL,14-04-2023,164.5899963,166.3200073,163.8200073,165.2100067,165.2100067,49386500,4,8159143997,,8159143997,30620142.43,,0.012099154
AAPL,17-04-2023,165.0899963,165.3899994,164.0299988,165.2299957,165.2299957,41516200,4,6859721549,,6859721549,5812242.661,,0.750472387
AAPL,18-04-2023,166.1000061,167.4100037,165.6499939,166.4700012,166.4700012,49923000,4,8310681871,,8310681871,18471266.24,,0.696824445
AAPL,19-04-2023,165.8000031,168.1600037,165.5399933,167.6300049,167.6300049,47720200,4,7999337359,,7999337359,87328053.38,,-0.584627428
AAPL,20-04-2023,166.0899963,167.8699951,165.5599976,166.6499939,166.6499939,52456400,4,8741858740,,8741858740,29375455.93,,-0.978091619
AAPL,21-04-2023,165.0500031,166.4499969,164.4900055,165.0200043,165.0200043,58337300,4,9626821495,,9626821495,-1750047.787,,0.187854533
AAPL,24-04-2023,165,165.6000061,163.8899994,165.3300018,165.3300018,41949600,4,6935527445,,6935527445,13843444.81,,-0.943565923
AAPL,25-04-2023,165.1900024,166.3099976,163.7299957,163.7700043,163.7700043,48714100,4,7977908365,,7977908365,-69173932.8,,-0.006112087
AAPL,26-04-2023,163.0599976,165.2799988,162.8000031,163.7599945,163.7599945,45498800,4,7450883238,,7450883238,31849021.15,,2.839526937
AAPL,27-04-2023,165.1900024,168.5599976,165.1900024,168.4100037,168.4100037,64902300,4,10930196581,,10930196581,208985485.2,,0.754105449
AAPL,28-04-2023,168.4900055,169.8500061,167.8800049,169.6799927,169.6799927,55209200,4,9367896652,,9367896652,65698240.36,,-0.053038862
AAPL,01-05-2023,169.2799988,170.4499969,168.6399994,169.5899963,169.5899963,52472900,5,8898878919,,8898878919,16266470.89,,-0.619142092
AAPL,02-05-2023,170.0899963,170.3500061,167.5399933,168.5399933,168.5399933,48425700,5,8161667153,,8161667153,-75059982.78,,-0.646728599
AAPL,03-05-2023,169.5,170.9199982,167.1600037,167.4499969,167.4499969,65136000,5,10907023001,,10907023001,-133528998.8,,-0.991342904
AAPL,04-05-2023,164.8899994,167.0399933,164.3099976,165.7899933,165.7899933,81235400,5,13468016421,,13468016421,73111364.18,,4.692692173
AAPL,05-05-2023,170.9799957,174.3000031,170.7599945,173.5700073,173.5700073,113316400,5,19668328378,,19668328378,293490790.1,,54.15105506
MSFT,07-02-2023,260.5299988,268.769989,260.0799866,267.5599976,266.89151,50841400,2,13603124860,,13603124860,357414979.9,,-0.310205778
MSFT,08-02-2023,273.2000122,276.7600098,266.2099915,266.730011,266.0635986,54686000,2,14586397381,,14586397381,-353818486.8,,-1.165978983
MSFT,09-02-2023,273.7999878,273.980011,262.7999878,263.6199951,262.9613647,42375100,2,11170923655,,11170923655,-431378207.6,,-0.197249459
MSFT,10-02-2023,261.5299988,264.0899963,260.6600037,263.1000061,262.4426575,25818500,2,6792847508,,6792847508,40535234.1,,3.124287735
MSFT,13-02-2023,267.6400146,274.6000061,267.1499939,271.3200073,270.6421204,44630900,2,12109256115,,12109256115,164241385.1,,0.313285449
MSFT,14-02-2023,272.6700134,274.9700012,269.2799988,272.1700134,271.4900208,37047900,2,10083327440,,10083327440,-18523950,,-1.047141846
MSFT,15-02-2023,268.3200073,270.730011,266.1799927,269.3200073,269.3200073,28922400,2,7789380980,,7789380980,28922400,,-2.662265421
MSFT,16-02-2023,264.019989,266.7399902,261.8999939,262.1499939,262.1499939,29603600,2,7760583559,,7760583559,-55358587.45,,-1.560174111
MSFT,17-02-2023,259.3900146,260.0899963,256,258.0599976,258.0599976,30000100,2,7741825733,,7741825733,-39900645.7,,-2.088661335
MSFT,21-02-2023,254.4799957,255.4900055,251.5899963,252.6699982,252.6699982,28397400,2,7175171006,,7175171006,-51399224.67,,-0.459098298
MSFT,22-02-2023,254.0899963,254.3399963,250.3399963,251.5099945,251.5099945,22491100,2,5656736437,,5656736437,-58027079.18,,1.296175038
MSFT,23-02-2023,255.5599976,256.8399963,250.4799957,254.7700043,254.7700043,29219100,2,7444150232,,7444150232,-23082892.83,,-2.178436613
MSFT,24-02-2023,249.9600067,251,248.1000061,249.2200012,249.2200012,24990900,2,6228232129,,6228232129,-18493403.28,,0.377177769
MSFT,27-02-2023,252.4600067,252.8200073,249.3899994,250.1600037,250.1600037,21190000,2,5300890478,,5300890478,-48737064.67,,-0.295812873
MSFT,28-02-2023,249.0700073,251.4900055,248.7299957,249.4199982,249.4199982,22491000,2,5609705179,,5609705179,7871644.089,,-1.26292756
MSFT,01-03-2023,250.7599945,250.9299927,245.7899933,246.2700043,246.2700043,27565300,3,6788506549,,6788506549,-123767927.8,,1.965321092
MSFT,02-03-2023,246.5500031,251.3999939,245.6100006,251.1100006,251.1100006,24808200,3,6229587117,,6229587117,113125331.4,,1.664606215
MSFT,03-03-2023,252.1900024,255.6199951,251.3899994,255.2899933,255.2899933,30760100,3,7852745722,,7852745722,95356028.38,,0.618904725
MSFT,06-03-2023,256.4299927,260.1199951,255.9799957,256.8699951,256.8699951,24109800,3,6193084208,,6193084208,10608370.86,,-1.058901885
MSFT,07-03-2023,256.2999878,257.6900024,253.3899994,254.1499939,254.1499939,21473200,3,5457413649,,5457413649,-46167248.94,,-0.177059594
MSFT,08-03-2023,254.0399933,254.5399933,250.8099976,253.6999969,253.6999969,17340200,3,4399208687,,4399208687,-5895604.498,,-0.543945463
MSFT,09-03-2023,255.8200073,259.5599976,251.5800018,252.3200073,252.3200073,26653400,3,6725186083,,6725186083,-93286900,,-1.478285858
MSFT,10-03-2023,251.0800018,252.7899933,247.6000061,248.5899963,248.5899963,28333900,3,7043524097,,7043524097,-70551566.64,,2.144093451
MSFT,13-03-2023,247.3999939,257.9100037,245.7299957,253.9199982,253.9199982,33339700,3,8465616563,,8465616563,217374986.4,,2.705580665
MSFT,14-03-2023,256.75,261.0700073,255.8600006,260.7900085,260.7900085,33620300,3,8767838324,,8767838324,135826299.3,,1.78304143
MSFT,15-03-2023,259.980011,266.480011,259.2099915,265.4400024,265.4400024,46028000,3,12217672432,,12217672432,251312486.7,,4.053650417
MSFT,16-03-2023,265.2099915,276.5599976,263.2799988,276.2000122,276.2000122,54768800,3,15127143229,,15127143229,601910248.6,,1.16943531
MSFT,17-03-2023,278.2600098,283.3299866,276.3200073,279.4299927,279.4299927,69527400,3,19428040873,,19428040873,81345869.79,,-2.576667458
MSFT,20-03-2023,276.980011,277.480011,269.8500061,272.230011,272.230011,43466600,3,11832912996,,11832912996,-206466350,,0.56936698
MSFT,21-03-2023,274.8800049,275,269.519989,273.7799988,273.7799988,34558700,3,9461480844,,9461480844,-38014780.93,,-0.544229031
MSFT,22-03-2023,273.3999939,281.0400085,272.1799927,272.2900085,272.2900085,34873300,3,9495651155,,9495651155,-38708852.16,,1.972160178
MSFT,23-03-2023,277.9400024,281.0599976,275.2000122,277.6600037,277.6600037,36610900,3,10165382628,,10165382628,-10251007.31,,1.048045676
MSFT,24-03-2023,277.2399902,280.6300049,275.2799988,280.5700073,280.5700073,28172000,3,7904218246,,7904218246,93813241.46,,-1.49338929
MSFT,27-03-2023,280.5,281.4599915,275.519989,276.3800049,276.3800049,26840200,3,7418094607,,7418094607,-110581492.9,,-0.416091568
MSFT,28-03-2023,275.7900085,276.1400146,272.0499878,275.230011,275.230011,21878600,3,6021647318,,6021647318,-12251962.59,,1.918395004
MSFT,29-03-2023,278.9599915,281.1400146,278.4100037,280.5100098,280.5100098,25087000,3,7037154615,,7037154615,38885309.36,,1.261979218
MSFT,30-03-2023,284.230011,284.4599915,281.480011,284.0499878,284.0499878,25053400,3,7116417964,,7116417964,-4510193.073,,1.496215519
MSFT,31-03-2023,283.730011,289.269989,283,288.2999878,288.2999878,32766000,3,9446437400,,9446437400,149739860,,-0.371133143
MSFT,03-04-2023,286.519989,288.269989,283.9500122,287.230011,287.230011,24883300,4,7147230532,,7147230532,17667689.75,,-0.017414027
MSFT,04-04-2023,287.230011,290.4500122,285.6700134,287.1799927,287.1799927,25824300,4,7416222285,,7416222285,-1291687.857,,-0.988925556
MSFT,05-04-2023,285.8500061,287.1499939,282.9200134,284.3399963,284.3399963,22064800,4,6273905151,,6273905151,-33318063.48,,2.55328475
MSFT,06-04-2023,283.2099915,292.0799866,282.0299988,291.6000061,291.6000061,29770300,4,8681019662,,8681019662,249773253.1,,-0.757884571
MSFT,10-04-2023,289.2099915,289.6000061,284.7099915,289.3900146,289.3900146,23103000,4,6685777508,,6685777508,4159075.836,,-2.266846727
MSFT,11-04-2023,285.75,285.980011,281.6400146,282.8299866,282.8299866,27276600,4,7714640412,,7714640412,-79648038.26,,0.233357032
MSFT,12-04-2023,284.7900085,287.0100098,281.9599915,283.4899902,283.4899902,27403400,4,7768589598,,7768589598,-35624921.77,,2.239940147
MSFT,13-04-2023,283.5899963,289.8999939,283.1700134,289.8399963,289.8399963,24222700,4,7020707279,,7020707279,151391875,,-1.27656008
MSFT,14-04-2023,287,288.480011,283.6900024,286.1400146,286.1400146,20987900,4,6005478013,,6005478013,-18049286.56,,0.929605441
MSFT,17-04-2023,289.9299927,291.6000061,286.1600037,288.7999878,288.7999878,23836200,4,6883894269,,6883894269,-26935022.39,,-0.148889437
MSFT,18-04-2023,291.5700073,291.7600098,287.0100098,288.3699951,288.3699951,20161800,4,5814058168,,5814058168,-64518006.12,,0.027748064
MSFT,19-04-2023,285.9899902,289.0499878,284.5400085,288.4500122,288.4500122,17150300,4,4947004244,,4947004244,42190114.84,,-0.811241725
MSFT,20-04-2023,285.25,289.0299988,285.0799866,286.1099854,286.1099854,23244400,4,6650454944,,6650454944,19989843.51,,-0.122322045
MSFT,21-04-2023,285.0100098,286.269989,283.0599976,285.7600098,285.7600098,21676400,4,6194248276,,6194248276,16257300,,-1.39628381
MSFT,24-04-2023,282.0899963,284.9500122,278.7200012,281.769989,281.769989,26611000,4,7498181178,,7498181178,-8515714.905,,-2.253602525
MSFT,25-04-2023,279.5100098,281.6000061,275.3699951,275.4200134,275.4200134,45772200,4,12606579939,,12606579939,-187208130.4,,7.24347568
MSFT,26-04-2023,296.7000122,299.5700073,292.730011,295.3699951,295.3699951,64599200,4,19080665389,,19080665389,-85918039.99,,3.202759797
MSFT,27-04-2023,295.9700012,305.2000122,295.25,304.8299866,304.8299866,46462600,4,14163193734,,14163193734,411657955.4,,0.797173277
MSFT,28-04-2023,304.0100098,308.9299927,303.3099976,307.2600098,307.2600098,36446700,4,11198613398,,11198613398,118451775,,-0.55328131
MSFT,01-05-2023,306.9700012,308.6000061,305.1499939,305.5599976,305.5599976,21294100,5,6506625144,,6506625144,-30024758.98,,-0.049088198
MSFT,02-05-2023,307.7600098,309.1799927,303.9100037,305.4100037,305.4100037,26404400,5,8064167901,,8064167901,-62050501.16,,-0.330706183
MSFT,03-05-2023,306.6199951,308.6099854,304.0899963,304.3999939,304.3999939,22360800,5,6806627384,,6806627384,-49641003.3,,0.331803478
MSFT,04-05-2023,306.2399902,307.7600098,303.3999939,305.4100037,305.4100037,22519900,5,6877802741,,6877802741,-18691214.61,,1.715723182
MSFT,05-05-2023,305.7200012,311.9700012,304.269989,310.6499939,310.6499939,28181200,5,8754489608,,8754489608,138933109.6,,16.83567337
NFLX,07-02-2023,358.5100098,364.1799927,354.1799927,362.9500122,362.9500122,6289400,2,2282737807,,2282737807,27924951.35,,1.069010672
NFLX,08-02-2023,360.019989,368.1900024,358.3099976,366.8299866,366.8299866,6253200,2,2293861272,,2293861272,42584276.73,,-1.180379667
NFLX,09-02-2023,372.4100037,373.8299866,361.7399902,362.5,362.5,6901100,2,2501648750,,2501648750,-68389926.27,,-4.176555765
NFLX,10-02-2023,359.1600037,362.1400146,347.1400146,347.3599854,347.3599854,7291100,2,2532636389,,2532636389,-86035113.5,,3.227205909
NFLX,13-02-2023,349.5,359.7000122,344.25,358.5700073,358.5700073,7134400,2,2558181860,,2558181860,64709060.25,,0.387646513
NFLX,14-02-2023,357.5499878,363.75,353.3999939,359.9599915,359.9599915,4624800,2,1664742968,,1664742968,11145784.94,,0.405606736
NFLX,15-02-2023,356.6300049,362.8800049,354.2399902,361.4200134,361.4200134,3966000,2,1433391773,,1433391773,18997173.89,,-2.963317352
NFLX,16-02-2023,355,361.5,350.3099976,350.7099915,350.7099915,5215700,2,1829198102,,1829198102,-22375397.57,,-0.784123654
NFLX,17-02-2023,347.9100037,349,342.4400024,347.9599915,347.9599915,5294700,2,1842343767,,1842343767,264670.3674,,-3.006090272
NFLX,21-02-2023,342.8500061,344.1300049,336.4200134,337.5,337.5,5710300,2,1927226250,,1927226250,-30550139.85,,-0.77629485
NFLX,22-02-2023,337.5,341.9100037,332.8200073,334.8800049,334.8800049,4546200,2,1522431478,,1522431478,-11911021.8,,-3.35344327
NFLX,23-02-2023,331.230011,331.2799988,314.2999878,323.6499939,323.6499939,13238700,2,4284705174,,4284705174,-100349572.2,,-2.008342383
NFLX,24-02-2023,319.2999878,321.5,314.519989,317.1499939,317.1499939,6830700,2,2166356463,,2166356463,-14685963.31,,1.854013872
NFLX,27-02-2023,323.8699951,330,322.1199951,323.0299988,323.0299988,6142600,2,1984244071,,1984244071,-5159761.505,,-0.278610005
NFLX,28-02-2023,323.7000122,327.6199951,321.1700134,322.1300049,322.1300049,3676100,2,1184182111,,1184182111,-5771503.925,,-2.685249361
NFLX,01-03-2023,321.5499878,326.6000061,312.3599854,313.480011,313.480011,4911300,3,1539594378,,1539594378,-39634077.09,,-0.510401317
NFLX,02-03-2023,310.9599915,315.5700073,310.3800049,311.8800049,311.8800049,4911000,3,1531642704,,1531642704,4518185.944,,1.058095338
NFLX,03-03-2023,315.4500122,317.4899902,310.8200073,315.1799927,315.1799927,5953300,3,1876361050,,1876361050,-1607507.275,,-0.999426984
NFLX,06-03-2023,317,323.2999878,311.8399963,312.0299988,312.0299988,5660700,3,1766308214,,1766308214,-28133685.91,,-1.14091516
NFLX,07-03-2023,312.6799927,314.2999878,306.6199951,308.4700012,308.4700012,4553100,3,1404494763,,1404494763,-19168512.09,,1.076282073
NFLX,08-03-2023,309.2900085,311.8299866,305.75,311.7900085,311.7900085,3479500,3,1084873335,,1084873335,8698750,,-4.493412034
NFLX,09-03-2023,312.0799866,312.5100098,294.8800049,297.7799988,297.7799988,7443400,3,2216495643,,2216495643,-106440529.1,,-1.685804632
NFLX,10-03-2023,297.8999939,298.7900085,289,292.7600098,292.7600098,5759300,3,1686092724,,1686092724,-29602710.6,,0.25618253
NFLX,13-03-2023,287.3399963,299.2399902,285.3299866,293.5100098,293.5100098,6292400,3,1846882385,,1846882385,38824192.49,,0.487204057
NFLX,14-03-2023,295.9700012,297.4500122,290.3099976,294.9400024,294.9400024,5956700,3,1756869113,,1756869113,-6135393.729,,3.000612338
NFLX,15-03-2023,292.5100098,306.3099976,292.2799988,303.7900085,303.7900085,9215300,3,2799516066,,2799516066,103948572.8,,2.063922064
NFLX,16-03-2023,304.75,316.6000061,301.7099915,310.0599976,310.0599976,7903700,3,2450621203,,2450621203,41968627.7,,-2.115718767
NFLX,17-03-2023,310.0599976,310.7600098,300,303.5,303.5,6918800,3,2099855800,,2099855800,-45387311.11,,0.537069154
NFLX,20-03-2023,299.7900085,307.5,296,305.1300049,305.1300049,5113400,3,1560251767,,1560251767,27305537.27,,0.216302445
NFLX,21-03-2023,306.3200073,307.9200134,300.4299927,305.7900085,305.7900085,4886300,3,1494181719,,1494181719,-2589733.035,,-3.888294031
NFLX,22-03-2023,306.3099976,306.4500122,293.5400085,293.8999939,293.8999939,5808000,3,1706971165,,1706971165,-72077301.27,,9.006465386
NFLX,23-03-2023,304.6799927,322.7799988,304.1400146,320.3699951,320.3699951,15653300,3,5014847645,,5014847645,245600315.2,,2.50336163
NFLX,24-03-2023,320.6300049,331.8299866,320.6300049,328.3900146,328.3900146,12991700,3,4266344553,,4266344553,100815718.9,,-0.222299995
NFLX,27-03-2023,327.5499878,336.4400024,324.4100037,327.6600037,327.6600037,8625800,3,2826329660,,2826329660,948974.884,,-1.263509309
NFLX,28-03-2023,326.0599976,333.3200073,321.2799988,323.519989,323.519989,6489400,3,2099450617,,2099450617,-16483131.45,,2.630443266
NFLX,29-03-2023,326.2900085,332.8500061,325.730011,332.0299988,332.0299988,6287300,3,2087572211,,2087572211,36089040.6,,1.927534837
NFLX,30-03-2023,340.269989,343.2900085,335.2999878,338.4299927,338.4299927,7131500,3,2413513493,,2413513493,-13121933.88,,2.083154113
NFLX,31-03-2023,340.0499878,345.8399963,337.2000122,345.480011,345.480011,5610200,3,1938211958,,1938211958,30463516.12,,0.810463038
NFLX,03-04-2023,341.8299866,348.5799866,340.3999939,348.2799988,348.2799988,4413700,4,1537203431,,1537203431,28468418.88,,-0.439301362
NFLX,04-04-2023,348.4899902,349.7999878,343.9500122,346.75,346.75,3298100,4,1143616175,,1143616175,-5738661.792,,-1.268923979
NFLX,05-04-2023,345.2999878,345.4299927,336.25,342.3500061,342.3500061,4205500,4,1439752951,,1439752951,-12406147.99,,-0.882143852
NFLX,06-04-2023,339.3399963,340.480011,332.6300049,339.3299866,339.3299866,4660500,4,1581447402,,1581447402,-46650.5127,,-0.100196373
NFLX,10-04-2023,335.269989,339.8800049,333.3599854,338.9899902,338.9899902,2657900,4,901001495,,901001495,9887391.245,,-0.23009493
NFLX,11-04-2023,343.4500122,347.1400146,337.6400146,338.2099915,338.2099915,4044800,4,1367991773,,1367991773,-21194835.94,,-2.122939256
NFLX,12-04-2023,340.8099976,342.7999878,330.0400085,331.0299988,331.0299988,3965400,4,1312666357,,1312666357,-38781607.16,,4.579646473
NFLX,13-04-2023,339.9899902,346.4299927,338.75,346.1900024,346.1900024,7406400,4,2564021634,,2564021634,45919770.41,,-2.183771197
NFLX,14-04-2023,342.9400024,344.8500061,336.4100037,338.6300049,338.6300049,5350500,4,1811839841,,1811839841,-23060641.94,,-1.745268753
NFLX,17-04-2023,338,338.3900146,327.5,332.7200012,332.7200012,6136000,4,2041569927,,2041569927,-32398072.51,,0.294545258
NFLX,18-04-2023,335,337.1900024,330.5,333.7000122,333.7000122,17944500,4,5988079869,,5988079869,-23327630.95,,-3.170517442
NFLX,19-04-2023,324.2099915,325.75,316.1000061,323.1199951,323.1199951,22128300,4,7150096188,,7150096188,-24119765.96,,0.690149486
NFLX,20-04-2023,320.3900146,331.4299927,318.3299866,325.3500061,325.3500061,9947800,4,3236516791,,3236516791,49341003,,0.808361713
NFLX,21-04-2023,323,328.2900085,319.5,327.980011,327.980011,6348000,4,2082017110,,2082017110,31613109.74,,0.317085796
NFLX,24-04-2023,330.2000122,334.6600037,326.75,329.019989,329.019989,5586600,4,1838103071,,1838103071,-6592317.572,,-1.966446245
NFLX,25-04-2023,328.5,328.6600037,321.1000061,322.5499878,322.5499878,5426600,4,1750349764,,1750349764,-32288336.24,,-0.434039358
NFLX,26-04-2023,321.3599854,325.8999939,320.4700012,321.1499939,321.1499939,4623200,4,1484740652,,1484740652,-970832.4951,,1.46349441
NFLX,27-04-2023,324.2999878,327.4500122,317.4400024,325.8500061,325.8500061,5618800,4,1830886014,,1830886014,8709242.883,,1.252105722
NFLX,28-04-2023,325.2399902,330.8099976,324,329.9299927,329.9299927,4221900,4,1392931436,,1392931436,19800721.31,,-1.760978901
NFLX,01-05-2023,329.4400024,331.230011,318.0899963,324.1199951,324.1199951,5341500,5,1731286954,,1731286954,-28416819.12,,-2.027029317
NFLX,02-05-2023,325,326.0700073,315.6199951,317.5499878,317.5499878,4318600,5,1371371377,,1371371377,-32173622.72,,0.551094337
NFLX,03-05-2023,317.5499878,324.6199951,315.8500061,319.2999878,319.2999878,5064100,5,1616967068,,1616967068,8862175,,0.463517395
NFLX,04-05-2023,319.0100098,323.6099854,317.9500122,320.7799988,320.7799988,3879700,5,1244530161,,1244530161,6867026.376,,0.617248891
NFLX,05-05-2023,323.6099854,324.1499939,319.4400024,322.7600098,322.7600098,3988600,5,1287360575,,1287360575,-3390212.622,,-66.52621216
GOOG,07-02-2023,103.6299973,108.6699982,103.5479965,108.0400009,108.0400009,33738800,2,3645139983,,3645139983,148788231.6,,-7.441689048
GOOG,08-02-2023,102.6900024,103.5800018,98.45500183,100,100,73546000,2,7354600000,,7354600000,-197838919.6,,-4.540000916
GOOG,09-02-2023,100.5400009,100.6100006,93.86000061,95.45999908,95.45999908,97798600,2,9335854266,,9335854266,-496817067.1,,-0.62853392
GOOG,10-02-2023,95.73999786,97.01999664,94.52999878,94.86000061,94.86000061,49325300,2,4678997988,,4678997988,-43406128.52,,0.147585272
GOOG,13-02-2023,95.01000214,95.34999847,94.05000305,95,95,43116600,2,4096077000,,4096077000,-431258.107,,-0.052634791
GOOG,14-02-2023,94.66000366,95.17500305,92.65000153,94.94999695,94.94999695,42513100,2,4036618715,,4036618715,12328513.57,,2.264351338
